"Path","Hash","Size","Reason","ChunkOffset","DataOffset"
"data\map\digitalworld\adventure_02\object_data\plants\plant_20\105r_bush_round_01.dds","0x53C8AC4F","174904","missing","20396585807","20396586075"
"data\map\digitalworld\adventure_02\object_data\plants\plant_20\105r_bush_round_02.dds","0x53C938B0","43832","missing","20396760979","20396761247"
"data\map\digitalworld\adventure_02\object_data\plants\plant_20\400_bush_round_2_03.nif","0x970305F0","66255","missing","20396805079","20396805347"
"data\map\digitalworld\adventure_02\object_data\plants\plant_21\400_full_03.nif","0x1B41805A","3699","missing","20396871602","20396871870"
"data\map\digitalworld\adventure_02\object_data\plants\plant_21\full001.tga","0xD4710695","65580","missing","20396875569","20396875837"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\1901_fantasyplants_a.dds","0xDFE80D43","11184952","missing","20396941417","20396941685"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\1901_fantasyplants_b.dds","0xDFE899A4","11184952","missing","20408126637","20408126905"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\1901_fantasyplants_b1.dds","0xDCDFD555","11184952","missing","20419311857","20419312125"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\1901_fantasyplants_body.dds","0x24D5A710","11184952","missing","20430497077","20430497345"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_01.nif","0xB7828BD2","185249","missing","20441682297","20441682565"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_02.nif","0xB7831833","159629","missing","20441867814","20441868082"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_03.nif","0xB783A494","93318","missing","20442027711","20442027979"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_04.nif","0xB78430F5","34159","missing","20442121297","20442121565"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_05.nif","0xB784BD56","134160","missing","20442155724","20442155992"
"data\map\digitalworld\adventure_02\object_data\plants\plant_22\400_palmtree_3_06.nif","0xB78549B7","48154","missing","20442290152","20442290420"
"data\map\digitalworld\adventure_02\object_data\plants\plant_23\400_full_04.nif","0x61D0E83D","3699","missing","20442338574","20442338842"
"data\map\digitalworld\adventure_02\object_data\plants\plant_23\full001.tga","0xDF2A7117","65580","missing","20442342541","20442342809"
"data\map\digitalworld\adventure_02\object_data\plants\plant_24\256_w-grass-008.dds","0x8D21A2D8","22000","missing","20442408389","20442408657"
"data\map\digitalworld\adventure_02\object_data\plants\plant_24\400_grass.nif","0x4F2E09A8","2586","missing","20442430657","20442430925"
"data\map\digitalworld\adventure_02\object_data\plants\plant_25\256_w-grass-008.dds","0x3DFC0919","22000","missing","20442433511","20442433779"
"data\map\digitalworld\adventure_02\object_data\plants\plant_25\400_grass.nif","0x9E8D1329","2586","missing","20442455779","20442456047"
"data\map\digitalworld\adventure_02\object_data\plants\plant_26\1902_ivy4.nif","0xABE0192E","2863","missing","20442458633","20442458901"
"data\map\digitalworld\adventure_02\object_data\plants\plant_26\1902_tree_leaves.dds","0xED8B20EF","1398256","missing","20442461764","20442462032"
"data\map\digitalworld\adventure_02\object_data\prop\405_tetrapod.nif","0xD64AA21B","16176","missing","20443860288","20443860556"
"data\map\digitalworld\adventure_02\object_data\prop\405_tetrapod_long.nif","0xA34DBA0A","230476","missing","20443876732","20443877000"
"data\map\digitalworld\adventure_02\object_data\prop\t_plaster_02_d.dds","0x64C29CB0","174904","missing","20444107476","20444107744"
"data\map\digitalworld\adventure_02\object_data\prop\405_public\405_b_oil_009_all.dds","0xF35D1A82","87536","missing","20444282648","20444282916"
"data\map\digitalworld\adventure_02\object_data\prop\405_public\405_d_public_020.nif","0x8F2CE7C2","2185","missing","20444370452","20444370720"
"data\map\digitalworld\adventure_02\object_data\prop\405_public\405_d_public_021.nif","0x8F2D7423","1841","missing","20444372905","20444373173"
"data\map\digitalworld\adventure_02\object_data\prop\405_public\405_d_public_022.nif","0x8F2E0084","4595","missing","20444375014","20444375282"
"data\map\digitalworld\adventure_02\object_data\prop\405_public\d_public_016_sha.bmp","0x8CD1200C","17464","missing","20444379877","20444380145"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_cones.dds","0x4C9885EB","174904","missing","20444397609","20444397877"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_cone_blue.nif","0x53DD2281","1287","missing","20444572781","20444573049"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_cone_brown.nif","0x90A5BA81","1288","missing","20444574336","20444574604"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_cone_green.nif","0x1555938A","1288","missing","20444575892","20444576160"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_cone_yellow.nif","0x1CB30B15","1289","missing","20444577448","20444577716"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_meteo_green.dds","0x7A8B9EDD","699192","missing","20444579005","20444579273"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_meteo_green.nif","0x7A8BC9FF","39941","missing","20445278465","20445278733"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_meteo_pink.dds","0xBB702A9E","2796344","missing","20445318674","20445318942"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_meteo_pink.nif","0xBB7055C0","126217","missing","20448115286","20448115554"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_paper01.dds","0x7CF23A6C","699192","missing","20448241771","20448242039"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_paper01.nif","0x7CF2658E","14692","missing","20448941231","20448941499"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_paper02.dds","0x7CF2C6CD","699192","missing","20448956191","20448956459"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_paper02.nif","0x7CF2F1EF","20683","missing","20449655651","20449655919"
"data\map\digitalworld\adventure_02\object_data\prop\407_prop\407_patternbc.dds","0xCD3101D6","699192","missing","20449676602","20449676870"
