"Path","Hash","Size","Reason","ChunkOffset","DataOffset"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\257_smoke.dds","0x4AFB331C","1520","missing","22907060130","22907060398"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\257_smoke_02.dds","0xB9A8FA5D","1520","missing","22907061918","22907062186"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\257_smoke_pink.dds","0x876489AD","1520","missing","22907063706","22907063974"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\257_smoke_pink_highalpha.dds","0xD081B112","1520","missing","22907065494","22907065762"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\4smoke_4.dds","0x3785D626","87536","missing","22907067282","22907067550"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\a11 copy.dds","0x1978415E","22000","missing","22907155086","22907155354"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\bodylight_s.dds","0x1FCB0718","43832","missing","22907177354","22907177622"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dasdakjhjkhkl.dds","0xA389D14E","22000","missing","22907221454","22907221722"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dda.dds","0xBDE22749","22000","missing","22907243722","22907243990"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\firesmoke0001.dds","0xF5EC72C6","1152","missing","22907265990","22907266258"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\gradmask.dds","0xBA71D92A","2872","missing","22907267410","22907267678"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\letter copy2.dds","0x64C307BD","22160","missing","22907270550","22907270818"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\smoke_0005.dds","0x1A0FE463","5616","missing","22907292978","22907293246"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\20160510texture_01_omegamonx copy.dds","0xA86EC780","87536","missing","22907298862","22907299130"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\20160510texture_01_omegamonx copy1.dds","0xB62BBEB1","87536","missing","22907386666","22907386934"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\20160510texture_01_omegamonx copy2.dds","0xB62C4B12","87536","missing","22907474470","22907474738"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\20160510texture_01_omegamonx.dds","0xE0ED2265","32896","missing","22907562274","22907562542"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\a.dds","0x7B6B22DC","22000","missing","22907595438","22907595706"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\a11.dds","0xFF083E5E","22000","missing","22907617706","22907617974"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\alldelete_smoke2_omegamonx.dds","0x7DE6E101","32896","missing","22907639974","22907640242"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\blue0001.dds","0x34A31E44","16512","missing","22907673138","22907673406"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\bodylight_s.dds","0x929E76F3","87536","missing","22907689918","22907690186"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\cloud_a2.dds","0xD7208564","87536","missing","22907777722","22907777990"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dasdakjhjkhkl copy.dds","0xBCBBDB84","22000","missing","22907865526","22907865794"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dasdakjhjkhkl.dds","0x18F8A3E9","22000","missing","22907887794","22907888062"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dasdakjhjkhklz copy.dds","0xD414F3BE","22000","missing","22907910062","22907910330"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dasdakjhjkhklzz copy.dds","0xD6911338","22000","missing","22907932330","22907932598"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dda.dds","0x09BCEC24","22000","missing","22907954598","22907954866"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\dot64white32.dds","0xC9A34F12","21972","missing","22907976866","22907977134"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\gradmask.dds","0xB080DEE5","5616","missing","22907999106","22907999374"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\light (2) 2copy.dds","0x437CB263","87536","missing","22908004990","22908005258"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\poison04s.dds","0xFDC81E2A","87536","missing","22908092794","22908093062"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\s012_ba (4).dds","0xF3F5C9C8","11064","missing","22908180598","22908180866"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\sea0001 copy.dds","0x65D7DAD0","22000","missing","22908191930","22908192198"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\sea0001.dds","0xC938E3B5","16512","missing","22908214198","22908214466"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\sea0002.dds","0xC9397016","16512","missing","22908230978","22908231246"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\skyto.dds","0x987ED475","87536","missing","22908247758","22908248026"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\skyto_0002 copy.dds","0xFC4DDD71","87536","missing","22908335562","22908335830"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\smoke_01_ld copqy copy.dds","0x1F9522D0","22000","missing","22908423366","22908423634"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\smoke_01_ld copqy.dds","0x5D892BB5","22000","missing","22908445634","22908445902"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\waterbase01g.dds","0xAB8A90A1","1048704","missing","22908467902","22908468170"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\waterbase02.dds","0x4342C21B","1398228","missing","22909516874","22909517142"
"data\map\digitalworld\spiral_mountain\1915\object_data\effect\dds\waterbase02blur.dds","0x45D58E10","1048704","missing","22910915370","22910915638"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\afxl_smoke53a_111106a.dds","0xE0A44B20","2872","missing","22911964342","22911964610"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\alpha.dds","0xF615D0EA","160","missing","22911967482","22911967750"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\alpha.tga","0xF616154B","60","missing","22911967910","22911968178"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\alpha_9.dds","0xD25B7222","5592532","missing","22911968238","22911968506"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\cube_color_test.dds","0xD0470CA0","131200","missing","22917561038","22917561306"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dark.dds","0x493DF7E6","143","missing","22917692506","22917692774"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dark_2.dds","0x90257177","87536","missing","22917692917","22917693185"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\digital_temple_01.nif","0x133C5E0A","183781","missing","22917780721","22917780989"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\digital_temple_effetc.nif","0x8E63C4B6","15474","missing","22917964770","22917965038"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\digital_temple_tbp.nif","0x1CDEC98F","2452","missing","22917980512","22917980780"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dl_tile0c_2.dds","0x4A9C4025","349680","missing","22917983232","22917983500"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_alphafloor.nif","0x03EDB35F","5864","missing","22918333180","22918333448"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_alphafloor_2.nif","0xB4FA9EB0","6972","missing","22918339312","22918339580"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_crystal.nif","0x317FD599","247217","missing","22918346552","22918346820"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_doam.nif","0x9AF54138","49738","missing","22918594037","22918594305"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_doam_2.nif","0x2C1D06C9","11655","missing","22918644043","22918644311"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_doam_3.nif","0x2C1D932A","50946","missing","22918655966","22918656234"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_downfloor.nif","0x4D632FF1","112158","missing","22918707180","22918707448"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dungeon_c_tbp.nif","0x7E76F75D","6652","missing","22918819606","22918819874"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\dust (3).dds","0x36682768","5616","missing","22918826526","22918826794"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\floor_2.dds","0x3CC9F837","262271","missing","22918832410","22918832678"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\floor_3.dds","0x3CCA8498","262271","missing","22919094949","22919095217"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\floor_4.dds","0x3CCB10F9","262271","missing","22919357488","22919357756"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\no_textures.dds","0xA9C216C4","176","missing","22919620027","22919620295"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\screen.dds","0x2E824044","174904","missing","22919620471","22919620739"
"data\map\digitalworld\spiral_mountain\1915\object_data\structure\texture_nor.dds","0xC312B063","43832","missing","22919795643","22919795911"
"data\map\digitalworld\spiral_mountain\object_data\1901_kanu.dds","0x15706CDC","1398256","missing","22919839743","22919840011"
"data\map\digitalworld\spiral_mountain\object_data\1901_kanu.nif","0x157097FE","111364","missing","22921238267","22921238535"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_blue_mushroom_01.nif","0xCE2D14F8","6362","missing","22921349899","22921350167"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_blue_mushroom_02.nif","0xCE2DA159","6318","missing","22921356529","22921356797"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_blue_mushroom_03.nif","0xCE2E2DBA","6402","missing","22921363115","22921363383"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_blue_mushroom_04.nif","0xCE2EBA1B","27646","missing","22921369785","22921370053"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_mushroom_a.dds","0x5B13578F","699192","missing","22921397699","22921397967"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_mushroom_b.dds","0x5B13E3F0","699192","missing","22922097159","22922097427"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_orange_mushroom_01.nif","0x56736A8C","4823","missing","22922796619","22922796887"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_orange_mushroom_02.nif","0x5673F6ED","4691","missing","22922801710","22922801978"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_orange_mushroom_03.nif","0x5674834E","4577","missing","22922806669","22922806937"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_orange_mushroom_04.nif","0x56750FAF","35993","missing","22922811514","22922811782"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_orange_mushroom_05.nif","0x56759C10","16205","missing","22922847775","22922848043"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_01.nif","0xBA8C4BAB","3479","missing","22922864248","22922864516"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_02.nif","0xBA8CD80C","3447","missing","22922867995","22922868263"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_03.nif","0xBA8D646D","4089","missing","22922871710","22922871978"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_04.nif","0xBA8DF0CE","3745","missing","22922876067","22922876335"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_05.nif","0xBA8E7D2F","3449","missing","22922880080","22922880348"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_red_mushroom_06.nif","0xBA8F0990","22157","missing","22922883797","22922884065"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_1.dds","0x58AD217A","11184952","missing","22922906222","22922906490"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_1.nif","0x58AD4C9C","92690","missing","22934091442","22934091710"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_2.dds","0x58ADADDB","11184952","missing","22934184400","22934184668"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_2.nif","0x58ADD8FD","96430","missing","22945369620","22945369888"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_3.dds","0x58AE3A3C","11184952","missing","22945466318","22945466586"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_3.nif","0x58AE655E","111700","missing","22956651538","22956651806"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_4.dds","0x58AEC69D","11184952","missing","22956763506","22956763774"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_4.nif","0x58AEF1BF","125132","missing","22967948726","22967948994"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_5.dds","0x58AF52FE","11184952","missing","22968074126","22968074394"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_5.nif","0x58AF7E20","94612","missing","22979259346","22979259614"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_6.dds","0x58AFDF5F","11184952","missing","22979354226","22979354494"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_6.nif","0x58B00A81","254118","missing","22990539446","22990539714"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_7.dds","0x58B06BC0","11184952","missing","22990793832","22990794100"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_7.nif","0x58B096E2","89466","missing","23001979052","23001979320"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_8.dds","0x58B0F821","11184952","missing","23002068786","23002069054"
"data\map\digitalworld\spiral_mountain\object_data\decoration\1901_seeshell_8.nif","0x58B12343","11604","missing","23013254006","23013254274"
"data\map\digitalworld\spiral_mountain\object_data\decoration\sea_stone_decal_01.dds","0x9DFABEA4","5592560","missing","23013265878","23013266146"
"data\map\digitalworld\spiral_mountain\object_data\decoration\sea_stone_decal_01.nif","0x9DFAE9C6","1755","missing","23018858706","23018858974"
"data\map\digitalworld\spiral_mountain\object_data\decoration\wet_decal_01.dds","0x1BCB4313","5592560","missing","23018860729","23018860997"
"data\map\digitalworld\spiral_mountain\object_data\decoration\wet_decal_01.nif","0x1BCB6E35","989","missing","23024453557","23024453825"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_01.dds","0xD80DDDEB","21992","missing","23024454814","23024455082"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_01_02.nif","0x632511EE","3873","missing","23024477074","23024477342"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_01_02_lightingmap.dds","0x690CB3BF","43832","missing","23024481215","23024481483"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_02.dds","0xD80E6A4C","11064","missing","23024525315","23024525583"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_02_02.nif","0xB01F4EAF","21938","missing","23024536647","23024536915"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_02_02_lightingmap.dds","0x19E71A00","43832","missing","23024558853","23024559121"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_02_02_lightingmap.psd","0x19E74EEC","611090","missing","23024602953","23024603221"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_04_02.nif","0x4A13C831","10303","missing","23025214311","23025214579"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_box_04_02_lightingmap.dds","0x7B9BE682","43832","missing","23025224882","23025225150"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_vendingmachine_02_red.dds","0x87A04FFD","43832","missing","23025268982","23025269250"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_vendingmachine_02_red.nif","0x87A07B1F","1637","missing","23025313082","23025313350"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_vendingmachine_02_red_02.dds","0x0003F79E","11064","missing","23025314987","23025315255"
"data\map\digitalworld\spiral_mountain\object_data\landmark\105_vendingmachine_02_red_02.nif","0x000422C0","2222","missing","23025326319","23025326587"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1307_phonbooth_001.dds","0x73608438","174904","missing","23025328809","23025329077"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1307_phonbooth_002.dds","0x73611099","11064","missing","23025503981","23025504249"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1400_colosseum_001.dds","0x71C42ABB","174904","missing","23025515313","23025515581"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1400_colosseum_002.dds","0x71C4B71C","43832","missing","23025690485","23025690753"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1400_colosseum_003.dds","0x71C5437D","43832","missing","23025734585","23025734853"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store.nif","0xD807C2F8","36100","missing","23025778685","23025778953"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_02.nif","0xF27107F9","31480","missing","23025815053","23025815321"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_02_lightingmap_01.dds","0x113D266A","43832","missing","23025846801","23025847069"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_02_lightingmap_02.dds","0x113DB2CB","43832","missing","23025890901","23025891169"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_02_lightingmap_03.dds","0x113E3F2C","11064","missing","23025935001","23025935269"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_02_lightingmap_04.dds","0x113ECB8D","11064","missing","23025946333","23025946601"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_door_b01.dds","0x97A8C38B","5608","missing","23025957665","23025957933"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_a01.dds","0x29432C66","11080","missing","23025963541","23025963809"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_a01_1.dds","0x86493996","11080","missing","23025974889","23025975157"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_a02.dds","0x2943B8C7","11080","missing","23025986237","23025986505"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_a03.dds","0x29444528","174904","missing","23025997585","23025997853"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_b01.dds","0x2B985507","5608","missing","23026172757","23026173025"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_b02.dds","0x2B98E168","174904","missing","23026178633","23026178901"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_c01.nif","0x2DEDA8CA","5818","missing","23026353805","23026354073"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_c01_02.nif","0x383BF48B","8656","missing","23026359891","23026360159"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d01.dds","0x3042A649","699192","missing","23026368815","23026369083"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d01.nif","0x3042D16B","4203","missing","23027068275","23027068543"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d01_02.nif","0xACB8658C","5512","missing","23027072746","23027073014"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d01_02_lightingmap.dds","0x73DC645D","43832","missing","23027078526","23027078794"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d02.dds","0x304332AA","699192","missing","23027122626","23027122894"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d02.nif","0x30435DCC","7283","missing","23027822086","23027822354"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d02_02.nif","0xF9B2A24D","11341","missing","23027829637","23027829905"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d02_02_lightingmap.dds","0x24B6CA9E","43832","missing","23027841246","23027841514"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03.dds","0x3043BF0B","699192","missing","23027885346","23027885614"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03.nif","0x3043EA2D","1887","missing","23028584806","23028585074"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_1.nif","0x4FB9349D","1887","missing","23028586961","23028587229"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_1_02.nif","0x56D3537E","2101","missing","23028589116","23028589384"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_1_02_lightingmap.dds","0x1899CD4F","43832","missing","23028591485","23028591753"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_2.nif","0x4FB9C0FE","4647","missing","23028635585","23028635853"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_2_02.nif","0xA3CD903F","4898","missing","23028640500","23028640768"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d03_2_lightingmap.dds","0xC1107ACF","11064","missing","23028645666","23028645934"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d04.dds","0x30444B6C","699192","missing","23028656998","23028657266"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d04.nif","0x3044768E","5096","missing","23029356458","23029356726"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d04.tga","0x30448FCD","162009","missing","23029361822","23029362090"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d04_02.nif","0x93A71BCF","6179","missing","23029524099","23029524367"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_panel_d04_lightingmap.dds","0x97C8085F","43832","missing","23029530546","23029530814"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_blue.nif","0xEFC7FD70","8176","missing","23029574646","23029574914"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_blue_02.nif","0x1240CF71","9526","missing","23029583090","23029583358"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_lightingmap_01.dds","0x3BD77BDA","43832","missing","23029592884","23029593152"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_lightingmap_02.dds","0x3BD8083B","43832","missing","23029636984","23029637252"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_red.nif","0x79A23583","8187","missing","23029681084","23029681352"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_parasol_red_02.nif","0xA49A72A4","9524","missing","23029689539","23029689807"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_roof_b01.dds","0xCFA4B28D","5608","missing","23029699331","23029699599"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_store_wall_01.dds","0x3D610885","43832","missing","23029705207","23029705475"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube.dds","0x21322774","699192","missing","23029749307","23029749575"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube.nif","0x21325296","48973","missing","23030448767","23030449035"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube.tga","0x21326BD5","123526","missing","23030498008","23030498276"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube_02.nif","0xF21BDAD7","48975","missing","23030621802","23030622070"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube_03.nif","0xF21C6738","214781","missing","23030671045","23030671313"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube_03_02.nif","0x1E164439","272524","missing","23030886094","23030886362"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_beach_toy_tube_03_02_lightingmap.dds","0xE630AE8A","43832","missing","23031158886","23031159154"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_brokenphonebooth_01.nif","0xCFC43B50","6512","missing","23031202986","23031203254"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_brokenphonebooth_02.nif","0xCFC4C7B1","17433","missing","23031209766","23031210034"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_brokenphonebooth_03.nif","0xCFC55412","8657","missing","23031227467","23031227735"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_brokenphonebooth_04.nif","0xCFC5E073","2001","missing","23031236392","23031236660"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_colosseum.nif","0xC1FA7453","285803","missing","23031238661","23031238929"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_spairalmountain.nif","0x98A05010","176964","missing","23031524732","23031525000"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_steel_bridge.dds","0x5B29DE60","2796344","missing","23031701964","23031702232"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_steel_bridge.nif","0x5B2A0982","524796","missing","23034498576","23034498844"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1901_steel_bridge_nrm.dds","0x164DD86C","2796344","missing","23035023640","23035023908"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1911_largecliff_01.nif","0x2BFFB169","1187181","missing","23037820252","23037820520"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1911_largecliff_01_lightingmap.dds","0x727763BA","699192","missing","23039007701","23039007969"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1911_steel_bridge_02.nif","0xB20E34C4","308951","missing","23039707161","23039707429"
"data\map\digitalworld\spiral_mountain\object_data\landmark\1911_steel_bridge_02_lightingmap.dds","0x562AC795","699192","missing","23040016380","23040016648"
"data\map\digitalworld\spiral_mountain\object_data\landmark\202_box_01.dds","0x9756C7A9","8320","missing","23040715840","23040716108"
"data\map\digitalworld\spiral_mountain\object_data\landmark\202_box_01_02.nif","0xBD998AEC","16100","missing","23040724428","23040724696"
"data\map\digitalworld\spiral_mountain\object_data\landmark\202_box_01_02_lightingmap.dds","0x5E4099BD","43832","missing","23040740796","23040741064"
"data\map\digitalworld\spiral_mountain\object_data\landmark\256_cliff01_gray.dds","0xEA75AC20","2796344","missing","23040784896","23040785164"
"data\map\digitalworld\spiral_mountain\object_data\landmark\256_cliff02_gray.dds","0x5EF21D21","2796344","missing","23043581508","23043581776"
"data\map\digitalworld\spiral_mountain\object_data\landmark\d_public_004_water.dds","0x83685824","11064","missing","23046378120","23046378388"
"data\map\digitalworld\spiral_mountain\object_data\landmark\grass_green_002.dds","0xBF648A8E","43832","missing","23046389452","23046389720"
"data\map\digitalworld\spiral_mountain\object_data\landmark\soil_yellow_001.dds","0xFE9B7A8F","43832","missing","23046433552","23046433820"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant.dds","0xA7A02D13","2796344","missing","23046477652","23046477920"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_1.nif","0x0FE944A5","180617","missing","23049274264","23049274532"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_2.nif","0x0FE9D106","67601","missing","23049455149","23049455417"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_3.nif","0x0FEA5D67","461667","missing","23049523018","23049523286"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_4.nif","0x0FEAE9C8","180845","missing","23049984953","23049985221"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_5.nif","0x0FEB7629","140801","missing","23050166066","23050166334"
"data\map\digitalworld\spiral_mountain\object_data\plant\1901_brownplant_6.nif","0x0FEC028A","91349","missing","23050307135","23050307403"
